StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,f1,f2,f3,f4,q1,q2_1,q2_2,q2_3,q2_4,q3,q5,q6,q7,q8,q8s1,q8s2,transaction_id
2025/9/10 20:43,2025/9/10 20:45,0,100,160,1,2025/9/10 20:45,R_6QfHYb2k35XgnWR,,,,,19.4654,-98.3565,anonymous,JA,1,1,39,5,2,2,2,3,2,3,3,2,3,2,3,,2,6nYaMewprdHpCUAqLdbx23
2025/9/10 20:43,2025/9/10 20:45,0,100,123,1,2025/9/10 20:45,R_7ISLsAbfuYiL91p,,,,,19.7159,-98.9451,anonymous,JA,1,1,40,5,3,3,2,2,1,2,2,2,2,1,2,1,,6NmyjjpYw5OgoNbEqHDi7y
2025/9/10 20:43,2025/9/10 20:46,0,100,156,1,2025/9/10 20:46,R_3Cee6rugkIKLojs,,,,,19.2858,-98.9155,anonymous,JA,1,2,24,3,4,2,3,4,1,2,4,2,2,1,1,1,,78kCu1FbIR9s2wvNvVsKCq
2025/9/10 20:43,2025/9/10 20:46,0,100,137,1,2025/9/10 20:46,R_3QhrSLbGIaqCxVf,,,,,19.3239,-99.1754,anonymous,JA,1,1,30,5,4,3,4,2,1,2,2,1,2,2,2,2,,4Ax1ru2ZJwQxYlvEvu3y5k
2025/9/10 20:44,2025/9/10 20:46,0,100,102,1,2025/9/10 20:46,R_6pmPhcdOhsXVoly,,,,,19.3692,-99.1616,anonymous,JA,1,1,27,3,1,3,1,1,2,3,3,3,1,2,3,,3,4czFkWuXKlCyee5Y13Mm0N
2025/9/10 20:44,2025/9/10 20:46,0,100,96,1,2025/9/10 20:46,R_3hm6dQibbSn9VPE,,,,,19.4371,-99.0111,anonymous,JA,1,1,26,5,4,2,1,2,1,3,2,1,2,2,2,2,,1oFD2KYsCGYSZdLqbgk22Y
2025/9/10 20:43,2025/9/10 20:46,0,100,158,1,2025/9/10 20:46,R_5r7ybmNgUQaJ8jg,,,,,19.0047,-98.1754,anonymous,JA,1,1,35,5,3,4,1,2,1,3,4,2,3,2,3,,2,5ouCNwF8up9nMiflmMNHXs
2025/9/10 20:44,2025/9/10 20:46,0,100,81,1,2025/9/10 20:46,R_1khQvR18nXMpZS3,,,,,19.2485,-99.0946,anonymous,JA,1,1,35,5,3,2,3,2,3,2,2,2,2,2,2,2,,1Ff0XEG4pMSJPdbQflM2FQ
2025/9/10 20:44,2025/9/10 20:46,0,100,133,1,2025/9/10 20:46,R_7iLwWtxtWjQXCKF,,,,,19.7304,-103.4866,anonymous,JA,1,1,30,5,3,3,1,2,2,2,2,2,3,2,2,4,,0ru8KRQFeM2glY2i5GH7wr
2025/9/10 20:43,2025/9/10 20:46,0,100,188,1,2025/9/10 20:46,R_52SBU5UsiSh8Dy1,,,,,19.4371,-99.0111,anonymous,JA,1,1,36,6,3,2,2,2,2,4,2,2,3,2,3,,1,5sBFAFcjgclLARBQpQKFVY
2025/9/10 20:44,2025/9/10 20:46,0,100,107,1,2025/9/10 20:46,R_5WMINOP1whhuS0V,,,,,14.9058,-92.2634,anonymous,JA,1,2,27,5,8,1,1,1,2,5,1,1,1,3,1,2,,6EzbhAdJY79QKQY39BLyIp
2025/9/10 20:44,2025/9/10 20:46,0,100,102,1,2025/9/10 20:46,R_5evdQqFaaOPJXrj,,,,,24.7472,-107.0798,anonymous,JA,1,2,22,3,2,3,1,2,1,3,2,2,3,1,2,2,,11A1XpSgjcV88N6t2PXgx0
2025/9/10 20:45,2025/9/10 20:46,0,100,83,1,2025/9/10 20:46,R_6t9lb5FuYZCjZLj,,,,,19.3984,-99.1418,anonymous,JA,1,1,35,5,2,1,1,2,2,2,2,2,1,2,1,1,,685zJL3KDfviVw814kojFO
2025/9/10 20:45,2025/9/10 20:46,0,100,76,1,2025/9/10 20:46,R_6P83RCQofrukeyQ,,,,,20.6381,-103.348,anonymous,JA,1,1,37,2,3,2,1,2,2,1,1,2,2,2,1,2,,7llq4Tzh5wfGHQJhcouQUz
2025/9/10 20:43,2025/9/10 20:46,0,100,168,1,2025/9/10 20:46,R_5upSE5yEgvVIUVg,,,,,17.8791,-94.6628,anonymous,JA,1,1,30,5,3,3,1,3,2,2,2,2,3,2,2,1,,3kyqzOcmW9d8k0IroZjMGT
2025/9/10 20:45,2025/9/10 20:46,0,100,58,1,2025/9/10 20:46,R_7G6sDuDRZqjENB5,,,,,19.3935,-99.0263,anonymous,JA,1,1,24,2,1,2,5,1,2,3,6,6,5,4,3,,5,6K9keuYZjppKw6eTVLU2kJ
2025/9/10 20:44,2025/9/10 20:46,0,100,129,1,2025/9/10 20:46,R_3QWv1H1HfOVyeGy,,,,,25.7817,-100.1886,anonymous,JA,1,1,24,4,2,2,2,2,2,2,2,2,4,2,2,2,,6n60hRdrn1rUkYcFTSAqxb
2025/9/10 20:44,2025/9/10 20:46,0,100,142,1,2025/9/10 20:46,R_7ClzyelUzVZH34I,,,,,21.9667,-102.3205,anonymous,JA,1,1,28,4,1,2,3,3,3,3,3,2,4,1,2,2,,0LT5TOfoWjbETxDfc3Uj96
2025/9/10 20:44,2025/9/10 20:46,0,100,161,1,2025/9/10 20:46,R_5R4Y4xzMK1zw5Rn,,,,,19.4757,-99.1798,anonymous,JA,1,1,25,5,2,3,1,2,1,2,2,1,3,2,2,2,,2jcVP8o48HppYeatuLFUbn
2025/9/10 20:42,2025/9/10 20:46,0,100,245,1,2025/9/10 20:46,R_3TFUL6O7oCDgW8Q,,,,,25.7821,-108.9747,anonymous,JA,1,1,28,6,3,4,1,2,1,2,2,1,1,2,1,1,,6VYpk5a9RFvq1deGM3yXvj
2025/9/10 20:43,2025/9/10 20:47,0,100,192,1,2025/9/10 20:47,R_5LuNaeGuQhwWVyo,,,,,18.8255,-98.5859,anonymous,JA,1,2,18,3,1,2,1,3,2,3,3,2,3,2,2,1,,2FK2iGCKu8MV0zGOc73jwk
2025/9/10 20:44,2025/9/10 20:47,0,100,138,1,2025/9/10 20:47,R_1gE8huB2GokRH7r,,,,,31.6179,-106.3819,anonymous,JA,1,2,26,5,2,2,1,2,1,3,1,1,3,2,1,1,,2u9AiJmaArjXUFNFzI4g30
2025/9/10 20:45,2025/9/10 20:47,0,100,141,1,2025/9/10 20:47,R_5IuzwDuDa3geEfv,,,,,25.8239,-100.1906,anonymous,JA,1,1,30,3,3,3,2,1,1,3,1,1,2,1,1,2,,0OyofaWg6UVidmJnGMgIcM
2025/9/10 20:45,2025/9/10 20:47,0,100,137,1,2025/9/10 20:47,R_7YeUCgdpS5YD2HT,,,,,19.4845,-99.1112,anonymous,JA,1,2,39,5,5,3,5,5,2,2,5,1,3,2,2,2,,6vHhcW9r7WkQVIqZ9VIqCw
2025/9/10 20:44,2025/9/10 20:47,0,100,195,1,2025/9/10 20:47,R_3HB0J2v3MMPOpB8,,,,,17.9898,-92.9478,anonymous,JA,1,1,24,5,2,2,2,2,2,3,3,2,2,2,2,2,,5Ppdg7hlxC8g9aPo2Cbnve
2025/9/10 20:43,2025/9/10 20:47,0,100,269,1,2025/9/10 20:47,R_5TZUWXfTZqwf69Y,,,,,31.4496,-106.5642,anonymous,JA,1,1,48,2,1,1,2,2,2,3,2,3,3,1,2,1,,4G5Vzw52VgQiDxRQkyUffy
2025/9/10 20:44,2025/9/10 20:47,0,100,207,1,2025/9/10 20:47,R_6IWQJVE5tqSZSqQ,,,,,19.4371,-99.0111,anonymous,JA,1,2,23,4,1,2,2,2,1,3,3,4,2,1,2,2,,1AuT0nOTSmJ356GtnSzDc6
2025/9/10 20:44,2025/9/10 20:47,0,100,206,1,2025/9/10 20:47,R_1Ua5P3kI0CNaT4G,,,,,19.3491,-99.0554,anonymous,JA,1,2,37,3,1,1,2,2,2,2,2,2,2,2,2,2,,0Lldf5UJLtUBNG3NVxHS7G
2025/9/10 20:45,2025/9/10 20:47,0,100,163,1,2025/9/10 20:47,R_6ZkeziweXUR4729,,,,,21.959,-100.0013,anonymous,JA,1,1,21,5,1,3,2,2,2,2,4,2,3,2,3,,3,0EA7TxXHSpNpkarpXpi3md
2025/9/10 20:45,2025/9/10 20:47,0,100,150,1,2025/9/10 20:47,R_7qMyKAJiTi4kQDL,,,,,19.3231,-98.2241,anonymous,JA,1,1,37,5,3,5,1,2,1,3,4,1,3,2,2,2,,0OjFRLkRQccSP6kIXSZZXp
2025/9/10 20:44,2025/9/10 20:48,0,100,199,1,2025/9/10 20:48,R_1Orn3s9uCQDPkP0,,,,,16.9103,-99.7727,anonymous,JA,1,1,32,3,1,2,1,1,1,2,1,1,4,2,3,,1,64xRohoTkMPaHQaJiKsSBT
2025/9/10 20:44,2025/9/10 20:48,0,100,198,1,2025/9/10 20:48,R_5TAV5PbhV5GCQOv,,,,,21.959,-100.0013,anonymous,JA,1,1,40,3,2,2,1,1,1,2,2,2,3,2,1,2,,1FNJ5rrRyQQdBH9XgFW4jr
2025/9/10 20:44,2025/9/10 20:48,0,100,210,1,2025/9/10 20:48,R_7SOMOCaGIdsucOl,,,,,19.0677,-98.1848,anonymous,JA,1,2,18,1,1,2,2,2,3,2,2,2,5,1,2,2,,1ECNUsG6WQIK2IoTql7zPG
2025/9/10 20:44,2025/9/10 20:48,0,100,218,1,2025/9/10 20:48,R_3en4c6CuRFVlirY,,,,,19.6272,-99.1051,anonymous,JA,1,2,26,5,2,3,1,1,1,2,3,3,4,2,2,2,,2Hi6IGze1P0np2egJrMoc7
2025/9/10 20:45,2025/9/10 20:48,0,100,220,1,2025/9/10 20:48,R_7qQE8bZbA8srktv,,,,,22.7697,-102.5772,anonymous,JA,1,1,20,2,1,1,1,2,4,1,2,2,1,1,1,1,,2dnoom2niu31reIwImWTCQ
2025/9/10 20:45,2025/9/10 20:48,0,100,195,1,2025/9/10 20:48,R_6CULjvcUNVaK6fc,,,,,19.3692,-99.1616,anonymous,JA,1,1,41,3,2,2,2,3,2,3,2,2,3,2,3,,2,3vsW58cyRpF1KHpS9wowwz
2025/9/10 20:45,2025/9/10 20:48,0,100,208,1,2025/9/10 20:48,R_6oMGPFopgxVTHcx,,,,,19.3345,-99.1269,anonymous,JA,1,2,32,5,2,2,3,3,3,3,4,4,4,2,2,3,,524ELkFWRRehXhNNn9e9e6
2025/9/10 20:45,2025/9/10 20:49,0,100,229,1,2025/9/10 20:49,R_6KTRydiR9G6H7fr,,,,,18.156,-92.7985,anonymous,JA,1,2,19,3,1,3,1,1,1,4,4,4,1,1,3,,2,7tZhNOY8w9fuU1afZeCuZS
2025/9/10 20:44,2025/9/10 20:49,0,100,293,1,2025/9/10 20:49,R_7dSKtsW7Ss6u77L,,,,,19.3863,-99.1958,anonymous,JA,1,2,36,4,2,3,2,1,1,3,2,1,4,1,2,2,,6XGmdO4bDGXBgqyHN2MnOl
2025/9/10 20:45,2025/9/10 20:49,0,100,259,1,2025/9/10 20:49,R_7n6xzMl5x1VNT0d,,,,,19.4207,-99.202,anonymous,JA,1,2,27,5,3,3,1,3,2,3,3,1,3,2,3,,3,0knZzVTa0I4sRqtonwBL6i
2025/9/10 20:45,2025/9/10 20:50,0,100,340,1,2025/9/10 20:50,R_7vyPeAl4EnGMKvn,,,,,20.2021,-97.9899,anonymous,JA,1,2,19,5,1,3,4,5,2,5,3,4,4,2,2,3,,2zlLSskhnLCr3ZsbGDiPTG
2025/9/10 20:49,2025/9/10 20:54,0,100,305,1,2025/9/10 20:54,R_7YGuMZh2fMGUFdV,,,,,22.1366,-100.9782,anonymous,JA,1,2,37,5,2,4,1,3,1,3,3,3,3,2,3,,3,4DDsFVPl5JwIfERHa4zHhJ
2025/9/10 20:55,2025/9/10 20:56,0,100,51,1,2025/9/10 20:56,R_7Lq7YblDhE1nQDU,,,,,19.4732,-99.1457,anonymous,JA,1,2,34,5,4,2,2,3,1,2,2,2,2,2,3,,2,6SxmkYWwOL4nvFIdax78Xb
2025/9/10 20:55,2025/9/10 20:57,0,100,84,1,2025/9/10 20:57,R_6bLDRYAOqUqVRi9,,,,,19.4753,-99.0685,anonymous,JA,1,2,32,5,1,3,2,1,1,2,1,2,1,1,1,2,,1Dq0GGpCXg3Nw0PPQSMX09
2025/9/10 20:46,2025/9/10 20:57,0,100,646,1,2025/9/10 20:57,R_3K72D7jkj2wyrw7,,,,,19.4847,-99.1441,anonymous,JA,1,1,35,6,5,2,2,2,2,2,1,2,1,2,1,2,,3p83fQ8AQNiRcYLIXRpueX
2025/9/10 20:55,2025/9/10 20:57,0,100,84,1,2025/9/10 20:57,R_15RfE7RQoEGhNmV,,,,,17.9898,-92.9478,anonymous,JA,1,1,43,5,3,3,2,2,2,2,1,2,1,2,2,2,,3vRAmMZqAwcKqrwgteQY2U
2025/9/10 20:55,2025/9/10 20:57,0,100,85,1,2025/9/10 20:57,R_10w9SJ0fKDnvp1v,,,,,19.3475,-99.134,anonymous,JA,1,2,20,5,1,2,2,2,2,2,1,2,2,1,3,,1,4KQktvWxoxlm5qeU8hRNYF
2025/9/10 20:55,2025/9/10 20:57,0,100,117,1,2025/9/10 20:57,R_5kOHUUOA50lIZIW,,,,,17.9776,-92.9221,anonymous,JA,1,2,20,4,3,3,2,1,1,3,4,1,3,1,3,,3,5mC6fabRGKvq3k0Pt5L7iP
2025/9/10 20:56,2025/9/10 20:57,0,100,64,1,2025/9/10 20:57,R_6GkiMoM4haDqIhz,,,,,19.4537,-89.8023,anonymous,JA,1,1,29,5,1,4,2,1,2,2,2,2,2,2,1,3,,0EE29zvolNy0gUbRC25usC
2025/9/10 20:55,2025/9/10 20:57,0,100,97,1,2025/9/10 20:57,R_7Km8jhST2nG2Rt7,,,,,19.5485,-96.9502,anonymous,JA,1,1,40,5,3,3,1,2,1,3,2,1,2,1,2,3,,5etKkJDiZqQlwtmmbGlvvT
2025/9/10 20:56,2025/9/10 20:57,0,100,98,1,2025/9/10 20:57,R_1q4ofYRDHVCNwVr,,,,,24.0199,-104.6573,anonymous,JA,1,2,37,4,2,2,1,1,1,3,2,2,2,1,2,2,,3afONWTvNHprv904Led0G4
2025/9/10 20:55,2025/9/10 20:57,0,100,120,1,2025/9/10 20:57,R_3el4SErXKjZCYb3,,,,,19.4129,-99.1478,anonymous,JA,1,1,30,5,4,2,2,2,3,3,3,1,3,2,2,1,,1hJvW5ZV5MU4wCpkM7Dfgr
2025/9/10 20:55,2025/9/10 20:57,0,100,144,1,2025/9/10 20:57,R_6qwxYeZAP8LVDgC,,,,,20.061,-98.7783,anonymous,JA,1,1,37,4,8,4,3,3,2,3,3,2,3,2,2,3,,4ERKeeYFy4mmCJwT1IKA55
2025/9/10 20:56,2025/9/10 20:57,0,100,72,1,2025/9/10 20:57,R_7rwvjUN7yXg152N,,,,,19.1642,-96.1979,anonymous,JA,1,1,48,5,3,4,2,2,2,3,2,2,3,1,2,3,,0VKnn44A7AyCuMc5UN8oCz
2025/9/10 20:55,2025/9/10 20:58,0,100,141,1,2025/9/10 20:58,R_7s7cTiJ7cCUysiP,,,,,19.1926,-96.2658,anonymous,JA,1,1,31,3,2,4,2,1,1,3,4,1,3,1,3,,3,21Ds3SpD32CASq1ECoycUn
2025/9/10 20:56,2025/9/10 20:58,0,100,122,1,2025/9/10 20:58,R_3dOKDPrbeRWcFX3,,,,,22.28,-97.8266,anonymous,JA,1,1,24,5,4,3,1,1,1,2,2,2,2,2,2,2,,5yG5Au6kuhAArt19LK58kY
2025/9/10 20:56,2025/9/10 20:58,0,100,83,1,2025/9/10 20:58,R_6P0swZ9FrlX3jGJ,,,,,19.3491,-99.0554,anonymous,JA,1,1,28,5,2,2,2,2,2,3,2,2,2,1,1,2,,6cheUi1S8cmxIeVxILaiHo
2025/9/10 20:55,2025/9/10 20:58,0,100,166,1,2025/9/10 20:58,R_60bVcmlgqgFctH3,,,,,19.4506,-99.1938,anonymous,JA,1,1,31,4,2,3,1,3,1,3,3,2,3,1,2,3,,6xYwS11a4D9ml1FjK0KQvb
2025/9/10 20:56,2025/9/10 20:58,0,100,110,1,2025/9/10 20:58,R_3rxNJzQex2ULjGh,,,,,20.4811,-103.4283,anonymous,JA,1,1,30,5,2,3,3,3,1,1,3,1,1,2,1,3,,74CO31byIOvutAEd4wotc0
2025/9/10 20:56,2025/9/10 20:58,0,100,142,1,2025/9/10 20:58,R_7DMLqWH51HpUwyq,,,,,21.2607,-88.1016,anonymous,JA,1,1,44,3,3,3,5,5,2,5,3,6,2,3,2,3,,2CZF2gPlZbHFar5aQo5IBL
2025/9/10 20:56,2025/9/10 20:58,0,100,140,1,2025/9/10 20:58,R_69qZdEaESRYJ3q1,,,,,19.4036,-99.0971,anonymous,JA,1,1,38,5,3,2,2,3,1,2,4,2,3,1,3,,2,1Mm23yMivzCFxA1n64XVve
2025/9/10 20:56,2025/9/10 20:58,0,100,151,1,2025/9/10 20:58,R_7zpu2YLR0qguUAC,,,,,19.3984,-99.1418,anonymous,JA,1,1,20,5,2,4,2,2,1,3,2,2,1,2,2,2,,0hT8hfZJNQZcVZs2C0M65H
2025/9/10 20:56,2025/9/10 20:58,0,100,120,1,2025/9/10 20:58,R_7aThka4u9g7bsbv,,,,,25.8,-100.3192,anonymous,JA,1,2,32,4,2,2,2,2,1,2,2,2,1,2,3,,3,4q7meCqQHplreU2AmrBeH8
2025/9/10 20:56,2025/9/10 20:58,0,100,160,1,2025/9/10 20:58,R_7uwaYmVq2F28VH3,,,,,19.4092,-99.1271,anonymous,JA,1,1,49,5,4,3,1,1,1,2,2,3,3,2,2,2,,7e8vxsGmunpTEflS6YXeQH
2025/9/10 20:56,2025/9/10 20:58,0,100,146,1,2025/9/10 20:58,R_7tKjVR9iZnQ12Sg,,,,,17.9776,-92.9221,anonymous,JA,1,1,22,5,1,2,3,2,1,2,2,1,4,1,2,2,,2dvkwSk6qNkqY0OfXWkzJG
2025/9/10 20:56,2025/9/10 20:58,0,100,117,1,2025/9/10 20:58,R_7G4piQEyFbXVy9j,,,,,19.4192,-98.1255,anonymous,JA,1,1,36,2,2,2,3,3,2,4,3,2,3,3,3,,2,12fO3nB6T3dsFW5uaBOiVI
2025/9/10 20:56,2025/9/10 20:58,0,100,133,1,2025/9/10 20:58,R_1eRbYQ86LruscKw,,,,,16.9472,-96.7421,anonymous,JA,1,1,22,3,9,3,3,3,3,3,6,6,5,4,3,,3,3HoRRKX3ix7NVR2kdA9UeE
2025/9/10 20:56,2025/9/10 20:59,0,100,147,1,2025/9/10 20:59,R_1dG95g1truXBuhl,,,,,19.3941,-99.2141,anonymous,JA,1,1,34,5,3,3,2,2,2,3,3,2,3,1,3,,3,3U7KMDdi7HCA4Ip1v2igKz
2025/9/10 20:56,2025/9/10 20:59,0,100,177,1,2025/9/10 20:59,R_7ay5fMo00I91H3Z,,,,,19.4732,-99.1457,anonymous,JA,1,1,45,5,4,5,2,2,2,2,2,2,3,2,2,2,,0rRQkb7odWcelKBttB4HMp
2025/9/10 20:56,2025/9/10 20:59,0,100,195,1,2025/9/10 20:59,R_73fOlzsKw0QNoRw,,,,,18.9009,-99.1704,anonymous,JA,1,2,27,2,1,3,3,2,1,3,3,3,2,1,3,,1,2xpI4h4BpGeQWpc8CdeWP2
2025/9/10 20:56,2025/9/10 21:00,0,100,228,1,2025/9/10 21:00,R_7MKBwkp1BGa3YRn,,,,,16.9103,-99.7727,anonymous,JA,1,1,29,2,3,2,2,2,1,3,2,2,2,2,2,2,,3zA0UO56RnSHoGx1Bfmuv2
2025/9/10 20:56,2025/9/10 21:00,0,100,241,1,2025/9/10 21:00,R_643ZztrsFG0sIUN,,,,,21.1433,-100.9385,anonymous,JA,1,2,30,2,1,3,2,2,2,2,3,2,3,2,2,3,,2wPauOpVxhvwXqqTPm9DfF
2025/9/10 20:55,2025/9/10 21:03,0,100,429,1,2025/9/10 21:03,R_6FQE6aroUbQAtAG,,,,,19.5126,-99.138,anonymous,JA,1,1,40,5,3,3,2,2,2,2,5,2,3,2,2,4,,7rvLFGTK0Fb7D07mMQBVJX
2025/9/10 20:56,2025/9/10 21:16,0,100,1170,1,2025/9/10 21:16,R_6HuiOQYnWCNyQbX,,,,,19.3692,-99.1616,anonymous,JA,1,2,64,5,3,5,3,4,1,1,2,1,1,2,1,3,,5uTzMSOflN1zFLcBFUxliv
2025/9/10 21:26,2025/9/10 21:27,0,100,79,1,2025/9/10 21:27,R_1hiAalsRe2UB59T,,,,,32.4336,-116.9607,anonymous,JA,1,1,23,3,1,2,3,2,2,3,2,2,3,2,2,2,,3TAr2YRVld2lHhTaY6QpEI
2025/9/10 21:26,2025/9/10 21:27,0,100,85,1,2025/9/10 21:27,R_12febCtWaaqMQaf,,,,,19.3951,-99.0317,anonymous,JA,1,1,35,5,3,1,3,3,2,2,2,2,3,2,2,3,,0Q9Ori9Xlz6TuHU73WcbHv
2025/9/10 21:26,2025/9/10 21:28,0,100,80,1,2025/9/10 21:28,R_1porXjRV481JnBx,,,,,19.4371,-99.0111,anonymous,JA,1,2,36,5,7,5,1,5,2,5,5,1,1,1,1,5,,2xfyAG03eqBARkd1resOva
2025/9/10 21:26,2025/9/10 21:28,0,100,72,1,2025/9/10 21:28,R_64lbYYI3518HZdZ,,,,,19.3491,-99.0554,anonymous,JA,1,1,25,1,2,4,1,1,1,4,2,1,2,2,3,,1,1wNfFKsKNXnanDLadWnQ4L
2025/9/10 21:27,2025/9/10 21:28,0,100,89,1,2025/9/10 21:28,R_320fX6vprjAssk9,,,,,20.3896,-97.8798,anonymous,JA,1,2,25,5,3,4,2,2,1,3,2,2,4,2,3,,3,5Ud2PemXUsid5XeJbvlgka
2025/9/10 21:27,2025/9/10 21:28,0,100,83,1,2025/9/10 21:28,R_3khNNTSWWDvu0F3,,,,,19.0445,-98.2397,anonymous,JA,1,1,18,3,1,3,2,3,2,3,2,3,3,2,2,2,,4S7P1U94YPhgEyxNO51YTA
2025/9/10 21:27,2025/9/10 21:28,0,100,85,1,2025/9/10 21:28,R_1mlhzxvxRhZEnVT,,,,,25.7703,-100.3914,anonymous,JA,1,2,35,5,3,1,1,2,2,3,1,2,3,1,3,,2,5sdfZ88gua9GPY8lGLD8BR
2025/9/10 21:27,2025/9/10 21:28,0,100,60,1,2025/9/10 21:28,R_7waw6QGSZYuqPzO,,,,,19.6371,-99.1958,anonymous,JA,1,1,40,5,3,2,2,2,2,3,2,2,3,2,1,2,,1To7tkrYwisZfzow2ywkMv
2025/9/10 21:26,2025/9/10 21:28,0,100,111,1,2025/9/10 21:28,R_6M0C1P4dAjZiD2p,,,,,23.735,-99.1844,anonymous,JA,1,1,19,5,1,2,2,2,2,2,3,1,4,2,3,,3,4rR13yuL2iIW8gtSo1cANO
2025/9/10 21:26,2025/9/10 21:28,0,100,113,1,2025/9/10 21:28,R_1jfDlPUP2kNoJbi,,,,,20.6311,-100.3744,anonymous,JA,1,1,30,5,2,2,1,3,1,3,3,1,2,1,1,1,,3FfaVuT8oRm9svvXWIZty6
2025/9/10 21:28,2025/9/10 21:28,0,100,40,1,2025/9/10 21:28,R_3s0FWpiHYxuDfo2,,,,,32.4248,-116.8983,anonymous,JA,1,1,20,3,4,3,3,3,3,3,2,2,3,3,3,,2,2Y6pxqSmAFAUm6DkApev6I
2025/9/10 21:28,2025/9/10 21:29,0,100,63,1,2025/9/10 21:29,R_5YSzFLFkXTmtNEF,,,,,21.0555,-86.8462,anonymous,JA,1,1,23,3,2,2,2,1,1,2,1,1,2,1,2,2,,3MzJfQDziRAaB1ydFJo6lM
2025/9/10 21:28,2025/9/10 21:29,0,100,54,1,2025/9/10 21:29,R_6aQALjO22CJQOqa,,,,,27.1277,-105.694,anonymous,JA,1,1,24,5,4,3,1,1,1,2,3,2,4,2,2,3,,7jhmRvtTV2wHVfrru4KiA5
2025/9/10 21:27,2025/9/10 21:29,0,100,131,1,2025/9/10 21:29,R_7gR9CThvK70rqwX,,,,,19.2432,-99.633,anonymous,JA,1,2,39,4,3,2,2,2,2,2,3,3,3,2,3,,3,0EqhgyWF0Ctod2UVnSkrZE
2025/9/10 21:27,2025/9/10 21:29,0,100,108,1,2025/9/10 21:29,R_2hW0rJbsvYqSyuz,,,,,20.6802,-103.3404,anonymous,JA,1,2,53,3,3,2,1,2,4,4,2,2,3,2,2,2,,4NKB0iH6HlCmncWf2aEbCa
